Home,Away,Game_ID,H_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_Score,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
Chicago Bulls,Indiana Pacers,0021800569,116,0.263,0.442,0.342,0.774,41.6,21.4,15.4,7.9,4.6,-9.4,100.1,109.5,0.531,119,0.676,0.48,0.373,0.744,44.4,25.8,15.0,9.4,5.5,6.5,108.7,102.2,0.564,0,01/04/2019
Phoenix Suns,LA Clippers,0021800573,111,0.231,0.457,0.337,0.79,40.1,23.4,15.8,8.7,4.5,-8.7,103.9,112.5,0.549,121,0.568,0.474,0.382,0.806,44.1,21.6,14.5,5.9,4.5,0.9,111.6,110.5,0.578,0,01/04/2019
Boston Celtics,Dallas Mavericks,0021800566,114,0.595,0.457,0.363,0.798,44.5,25.3,13.2,8.6,5.3,5.8,110.4,104.8,0.564,93,0.486,0.455,0.353,0.751,45.0,22.5,15.8,7.5,4.4,1.2,108.8,108.0,0.566,1,01/04/2019
Cleveland Cavaliers,Utah Jazz,0021800567,91,0.211,0.443,0.35,0.785,44.5,20.7,14.0,7.0,2.6,-9.8,105.4,115.6,0.532,117,0.474,0.463,0.343,0.72,43.9,24.6,15.5,8.8,5.1,1.6,107.0,105.5,0.561,0,01/04/2019
Miami Heat,Washington Wizards,0021800568,115,0.5,0.438,0.361,0.7,47.7,23.2,15.0,7.8,6.0,1.2,107.0,105.8,0.536,109,0.395,0.464,0.329,0.76,38.8,24.2,13.5,8.3,5.0,-4.1,108.3,112.3,0.562,1,01/04/2019
Portland Trail Blazers,Oklahoma City Thunder,0021800575,109,0.579,0.455,0.356,0.813,47.8,20.9,14.7,6.5,4.8,0.9,109.8,109.0,0.557,111,0.649,0.455,0.32,0.701,46.9,21.5,14.2,10.1,5.4,6.3,107.7,101.4,0.537,0,01/04/2019
Milwaukee Bucks,Atlanta Hawks,0021800572,144,0.722,0.476,0.347,0.762,48.0,25.3,14.3,6.9,5.9,9.0,113.1,104.0,0.583,112,0.297,0.446,0.334,0.734,42.8,24.3,17.4,8.2,5.4,-8.2,103.4,111.3,0.544,1,01/04/2019
Minnesota Timberwolves,Orlando Magic,0021800571,120,0.447,0.45,0.357,0.791,43.3,24.1,13.0,9.0,5.6,-0.4,109.4,110.0,0.548,103,0.459,0.447,0.351,0.779,43.6,25.0,14.3,6.8,5.6,-3.3,105.1,108.3,0.541,1,01/04/2019
Memphis Grizzlies,Brooklyn Nets,0021800570,100,0.486,0.457,0.347,0.758,40.9,23.9,14.1,9.1,6.3,-0.8,105.1,105.5,0.552,109,0.462,0.454,0.364,0.743,44.6,23.4,14.7,6.6,4.0,-1.0,109.9,110.9,0.56,0,01/04/2019
Philadelphia 76ers,Dallas Mavericks,0021800578,106,0.641,0.467,0.352,0.77,45.6,25.6,15.0,6.9,5.2,2.0,110.0,107.9,0.573,100,0.474,0.453,0.349,0.751,45.1,22.3,15.8,7.5,4.3,0.6,108.4,108.1,0.564,1,01/05/2019
San Antonio Spurs,Memphis Grizzlies,0021800581,108,0.564,0.478,0.4,0.825,44.8,25.0,12.3,6.3,4.4,2.7,112.4,109.7,0.572,88,0.474,0.457,0.344,0.758,40.9,23.9,14.1,9.1,6.3,-1.0,105.0,105.5,0.55,1,01/05/2019
Cleveland Cavaliers,New Orleans Pelicans,0021800579,98,0.205,0.442,0.354,0.789,44.4,20.6,14.0,7.0,2.5,-10.2,105.2,115.8,0.531,133,0.436,0.477,0.353,0.768,45.7,25.9,14.3,7.1,5.2,0.7,112.6,112.1,0.569,0,01/05/2019
Detroit Pistons,Utah Jazz,0021800577,105,0.472,0.432,0.328,0.726,46.1,21.9,15.0,6.7,4.0,-2.1,105.9,107.9,0.529,110,0.487,0.464,0.345,0.723,44.0,24.8,15.4,8.8,5.2,2.3,107.3,105.3,0.563,0,01/05/2019
Portland Trail Blazers,Houston Rockets,0021800582,110,0.564,0.455,0.355,0.814,47.8,21.1,14.6,6.5,4.8,0.8,109.7,108.9,0.557,101,0.595,0.447,0.35,0.762,43.2,21.8,14.7,7.9,5.4,1.6,113.0,111.3,0.573,1,01/05/2019
Milwaukee Bucks,Toronto Raptors,0021800580,116,0.73,0.478,0.347,0.76,48.0,25.5,14.3,7.0,5.9,9.6,113.5,103.9,0.585,123,0.7,0.473,0.338,0.804,44.8,23.5,13.8,7.9,5.5,5.0,111.8,107.2,0.571,0,01/05/2019
Sacramento Kings,Golden State Warriors,0021800583,123,0.5,0.47,0.384,0.708,42.1,24.1,13.2,7.9,4.4,-1.7,109.2,110.7,0.558,127,0.641,0.483,0.381,0.823,44.7,27.3,14.3,7.1,6.0,4.3,113.2,108.9,0.589,0,01/05/2019
Denver Nuggets,Charlotte Hornets,0021800576,123,0.694,0.463,0.353,0.747,47.7,27.5,14.4,8.4,4.8,5.3,111.5,106.3,0.556,110,0.486,0.454,0.358,0.796,43.4,23.6,12.3,7.2,5.0,1.5,110.7,109.3,0.557,1,01/05/2019
Chicago Bulls,Brooklyn Nets,0021800584,100,0.256,0.444,0.345,0.774,41.5,21.6,15.4,8.0,4.6,-9.3,100.4,109.6,0.533,117,0.475,0.454,0.364,0.747,44.6,23.4,14.9,6.6,3.9,-0.7,109.9,110.6,0.561,0,01/06/2019
Phoenix Suns,Charlotte Hornets,0021800590,113,0.225,0.459,0.339,0.789,39.7,23.4,15.8,8.8,4.6,-8.7,104.2,112.8,0.551,119,0.474,0.454,0.358,0.796,43.5,23.6,12.4,7.2,5.0,1.2,110.7,109.7,0.558,0,01/06/2019
LA Clippers,Orlando Magic,0021800586,106,0.579,0.475,0.383,0.805,44.1,21.9,14.6,6.1,4.5,1.1,111.9,110.6,0.579,96,0.447,0.448,0.35,0.772,43.4,25.1,14.2,6.8,5.6,-3.6,105.0,108.6,0.541,1,01/06/2019
Atlanta Hawks,Miami Heat,0021800587,106,0.289,0.446,0.334,0.732,42.4,24.3,17.4,8.3,5.3,-8.8,103.3,111.7,0.544,82,0.514,0.439,0.36,0.7,47.6,23.3,15.0,7.7,6.0,1.4,107.2,105.8,0.537,1,01/06/2019
Minnesota Timberwolves,Los Angeles Lakers,0021800585,108,0.462,0.452,0.357,0.79,43.6,24.2,12.9,9.0,5.5,0.0,109.6,109.8,0.549,86,0.538,0.476,0.345,0.69,44.7,23.4,15.0,7.7,5.6,1.4,108.0,106.5,0.561,1,01/06/2019
Toronto Raptors,Indiana Pacers,0021800589,121,0.707,0.474,0.341,0.804,44.6,23.6,13.7,7.9,5.5,5.0,112.0,107.4,0.573,105,0.684,0.481,0.372,0.743,44.2,25.7,15.0,9.3,5.4,6.4,108.8,102.5,0.565,1,01/06/2019
Oklahoma City Thunder,Washington Wizards,0021800588,98,0.658,0.454,0.32,0.706,47.0,21.4,14.1,10.1,5.4,6.2,107.6,101.5,0.537,116,0.385,0.463,0.328,0.761,38.9,24.2,13.5,8.3,4.9,-4.2,108.2,112.3,0.56,0,01/06/2019
Boston Celtics,Brooklyn Nets,0021800592,116,0.605,0.457,0.366,0.798,44.7,25.6,13.2,8.7,5.3,6.2,110.5,104.5,0.564,95,0.488,0.455,0.364,0.748,44.5,23.6,14.8,6.6,3.9,-0.3,110.2,110.5,0.562,1,01/07/2019
Houston Rockets,Denver Nuggets,0021800593,125,0.579,0.448,0.35,0.763,43.2,21.6,14.6,7.9,5.4,1.3,112.9,111.6,0.572,113,0.703,0.463,0.353,0.747,47.6,27.5,14.2,8.4,4.8,5.5,111.9,106.5,0.556,1,01/07/2019
Detroit Pistons,San Antonio Spurs,0021800591,107,0.459,0.433,0.33,0.728,46.0,21.8,15.0,6.8,3.9,-2.2,105.8,107.9,0.53,119,0.575,0.478,0.398,0.825,44.7,25.0,12.4,6.4,4.3,3.1,112.3,109.1,0.573,0,01/07/2019
Portland Trail Blazers,New York Knicks,0021800597,111,0.575,0.455,0.354,0.813,47.9,21.3,14.5,6.5,4.7,1.0,109.9,108.9,0.556,101,0.256,0.432,0.347,0.772,44.4,19.6,13.6,7.0,4.5,-7.8,105.9,113.2,0.529,1,01/07/2019
Milwaukee Bucks,Utah Jazz,0021800594,114,0.711,0.479,0.348,0.762,47.8,25.6,14.3,7.0,5.8,9.2,113.6,104.3,0.586,102,0.5,0.464,0.345,0.725,44.0,24.7,15.3,8.8,5.2,2.3,107.3,105.2,0.564,1,01/07/2019
Dallas Mavericks,Los Angeles Lakers,0021800596,97,0.462,0.453,0.348,0.749,45.1,22.4,15.8,7.4,4.3,0.4,108.1,108.0,0.562,107,0.525,0.474,0.342,0.687,44.7,23.3,15.1,7.6,5.5,0.8,107.4,106.4,0.558,0,01/07/2019
Sacramento Kings,Orlando Magic,0021800598,111,0.487,0.47,0.389,0.71,42.1,24.4,13.0,8.0,4.3,-1.7,109.6,111.2,0.559,95,0.436,0.446,0.349,0.77,43.6,25.0,14.1,6.8,5.7,-3.8,104.8,108.5,0.539,1,01/07/2019
New Orleans Pelicans,Memphis Grizzlies,0021800595,114,0.45,0.479,0.357,0.771,45.6,26.0,14.3,7.2,5.3,1.6,113.1,111.6,0.572,95,0.462,0.455,0.345,0.758,40.9,23.8,14.3,9.2,6.2,-1.5,104.5,105.6,0.549,1,01/07/2019
Philadelphia 76ers,Washington Wizards,0021800600,132,0.65,0.467,0.35,0.767,45.7,25.7,14.9,6.9,5.2,2.1,109.8,107.7,0.572,115,0.4,0.463,0.326,0.762,39.2,24.2,13.4,8.3,5.0,-3.6,108.3,111.9,0.559,1,01/08/2019
Golden State Warriors,New York Knicks,0021800605,122,0.65,0.484,0.384,0.824,44.8,27.4,14.3,7.1,6.1,4.3,113.6,109.3,0.59,95,0.25,0.431,0.346,0.774,44.5,19.6,13.6,7.0,4.4,-7.9,105.8,113.2,0.528,1,01/08/2019
Phoenix Suns,Sacramento Kings,0021800604,115,0.22,0.46,0.341,0.791,39.6,23.4,15.8,8.8,4.6,-8.6,104.3,112.8,0.552,111,0.5,0.469,0.387,0.706,42.4,24.3,12.9,8.0,4.3,-1.3,109.4,110.6,0.558,1,01/08/2019
LA Clippers,Charlotte Hornets,0021800606,128,0.59,0.474,0.382,0.805,44.3,21.8,14.4,6.1,4.6,1.4,111.7,110.2,0.577,109,0.487,0.455,0.357,0.793,43.5,23.5,12.5,7.2,4.9,1.3,110.8,109.7,0.558,1,01/08/2019
Cleveland Cavaliers,Indiana Pacers,0021800599,115,0.2,0.441,0.354,0.789,44.1,20.6,14.2,7.2,2.6,-10.8,104.9,116.2,0.531,123,0.667,0.481,0.369,0.743,44.2,25.7,14.9,9.3,5.4,5.8,108.7,102.9,0.563,0,01/08/2019
Miami Heat,Denver Nuggets,0021800601,99,0.5,0.437,0.354,0.696,47.5,23.3,15.0,7.8,6.0,0.7,106.6,105.9,0.534,103,0.684,0.464,0.35,0.749,47.6,27.5,14.2,8.4,4.8,5.0,112.0,107.0,0.556,0,01/08/2019
Toronto Raptors,Atlanta Hawks,0021800602,104,0.714,0.475,0.345,0.806,44.5,23.7,13.7,7.9,5.5,5.3,112.2,107.4,0.575,101,0.308,0.447,0.336,0.732,42.8,24.3,17.4,8.2,5.2,-8.0,103.4,111.0,0.544,1,01/08/2019
Oklahoma City Thunder,Minnesota Timberwolves,0021800603,117,0.641,0.454,0.321,0.704,46.8,21.4,14.2,10.0,5.3,5.6,107.4,101.8,0.536,119,0.475,0.452,0.356,0.788,43.7,24.2,12.9,9.0,5.6,0.6,109.5,109.1,0.549,0,01/08/2019
Los Angeles Lakers,Detroit Pistons,0021800616,113,0.537,0.473,0.341,0.686,44.7,23.4,15.1,7.7,5.5,1.1,107.3,106.2,0.557,100,0.447,0.435,0.329,0.729,45.9,21.8,15.0,6.7,3.9,-2.5,106.0,108.4,0.531,1,01/09/2019
Brooklyn Nets,Atlanta Hawks,0021800609,116,0.476,0.454,0.361,0.751,44.5,23.4,15.0,6.5,3.9,-0.8,109.7,110.4,0.562,100,0.3,0.447,0.336,0.731,42.9,24.2,17.7,8.3,5.1,-7.9,103.3,110.7,0.544,1,01/09/2019
Boston Celtics,Indiana Pacers,0021800607,135,0.615,0.458,0.366,0.799,44.6,25.8,13.2,8.8,5.2,6.5,110.4,104.1,0.564,108,0.675,0.482,0.37,0.745,44.0,25.9,14.7,9.3,5.3,5.9,109.2,103.4,0.565,1,01/09/2019
Houston Rockets,Milwaukee Bucks,0021800610,109,0.59,0.449,0.353,0.764,43.0,21.8,14.6,7.9,5.3,1.6,113.2,111.6,0.575,116,0.718,0.478,0.348,0.763,47.7,25.6,14.2,7.1,5.8,9.2,113.6,104.3,0.584,0,01/09/2019
Portland Trail Blazers,Chicago Bulls,0021800615,124,0.585,0.455,0.354,0.809,48.0,21.4,14.5,6.5,4.8,1.2,110.0,108.7,0.556,112,0.25,0.445,0.346,0.773,41.6,21.6,15.4,7.9,4.6,-9.5,100.5,109.9,0.533,1,01/09/2019
Utah Jazz,Orlando Magic,0021800614,106,0.488,0.463,0.345,0.724,44.0,24.6,15.3,8.8,5.3,2.0,107.2,105.4,0.563,93,0.425,0.444,0.349,0.769,43.6,24.7,14.1,6.8,5.5,-4.1,104.4,108.4,0.538,1,01/09/2019
Dallas Mavericks,Phoenix Suns,0021800613,104,0.45,0.452,0.346,0.748,45.3,22.2,15.8,7.5,4.3,0.2,107.8,107.9,0.561,94,0.238,0.462,0.342,0.791,39.5,23.5,15.8,9.0,4.7,-8.3,104.4,112.6,0.554,1,01/09/2019
Washington Wizards,Philadelphia 76ers,0021800608,123,0.39,0.463,0.329,0.763,39.1,24.2,13.4,8.4,4.9,-3.9,108.4,112.3,0.561,106,0.659,0.469,0.354,0.765,45.7,26.0,15.0,7.0,5.1,2.5,110.2,107.7,0.574,1,01/09/2019
Memphis Grizzlies,San Antonio Spurs,0021800611,96,0.45,0.455,0.345,0.76,40.8,23.9,14.4,9.1,6.2,-1.9,104.3,105.9,0.549,86,0.585,0.48,0.397,0.825,44.6,25.0,12.3,6.3,4.4,3.3,112.6,109.3,0.575,1,01/09/2019
New Orleans Pelicans,Cleveland Cavaliers,0021800612,140,0.463,0.481,0.357,0.769,45.5,26.0,14.3,7.4,5.3,2.0,113.2,111.3,0.573,124,0.195,0.443,0.357,0.791,43.9,20.7,14.2,7.1,2.6,-10.8,105.4,116.5,0.534,1,01/09/2019
San Antonio Spurs,Oklahoma City Thunder,0021800619,154,0.571,0.477,0.397,0.82,44.9,24.8,12.4,6.3,4.3,3.0,112.1,109.0,0.572,147,0.625,0.455,0.323,0.705,46.7,21.4,14.2,9.9,5.3,5.4,107.6,102.2,0.538,1,01/10/2019
Miami Heat,Boston Celtics,0021800617,115,0.487,0.438,0.352,0.694,47.3,23.3,14.8,7.9,6.1,0.6,106.5,106.0,0.534,99,0.625,0.461,0.368,0.801,44.6,26.0,13.2,8.8,5.2,7.0,111.0,104.1,0.567,1,01/10/2019
Sacramento Kings,Detroit Pistons,0021800620,112,0.488,0.47,0.39,0.706,42.3,24.3,13.2,8.1,4.3,-1.3,109.3,110.6,0.559,102,0.436,0.435,0.329,0.727,45.6,21.9,14.9,6.8,3.8,-2.7,106.0,108.7,0.532,1,01/10/2019
Denver Nuggets,LA Clippers,0021800618,121,0.692,0.464,0.35,0.749,47.8,27.7,14.3,8.3,4.7,5.0,111.9,106.9,0.556,100,0.6,0.475,0.385,0.806,44.3,22.0,14.3,6.1,4.7,1.8,112.1,110.2,0.578,1,01/10/2019
Philadelphia 76ers,Atlanta Hawks,0021800621,121,0.643,0.468,0.353,0.766,45.6,25.9,15.1,7.1,5.1,2.0,110.0,108.0,0.573,123,0.293,0.445,0.332,0.735,43.1,24.0,17.7,8.3,5.2,-8.0,103.0,110.7,0.542,0,01/11/2019
Golden State Warriors,Chicago Bulls,0021800629,146,0.659,0.484,0.381,0.824,44.9,27.6,14.3,7.1,6.2,4.8,113.8,108.9,0.59,109,0.244,0.445,0.347,0.776,41.5,21.6,15.3,7.9,4.5,-9.5,100.8,110.2,0.533,1,01/11/2019
New York Knicks,Indiana Pacers,0021800623,106,0.244,0.43,0.344,0.776,44.3,19.4,13.7,7.1,4.3,-8.3,105.5,113.4,0.527,121,0.659,0.481,0.369,0.74,43.8,25.9,14.6,9.2,5.1,5.1,109.1,104.1,0.563,0,01/11/2019
Houston Rockets,Cleveland Cavaliers,0021800625,141,0.575,0.447,0.354,0.767,43.0,21.7,14.7,7.8,5.4,1.4,113.0,111.6,0.575,113,0.19,0.444,0.36,0.793,43.5,20.8,14.2,7.1,2.6,-10.9,105.7,116.9,0.536,1,01/11/2019
Portland Trail Blazers,Charlotte Hornets,0021800628,127,0.595,0.457,0.355,0.811,47.8,21.5,14.5,6.5,4.8,1.5,110.2,108.8,0.559,96,0.475,0.454,0.357,0.795,43.5,23.4,12.5,7.2,4.9,0.8,110.7,110.1,0.557,1,01/11/2019
Utah Jazz,Los Angeles Lakers,0021800627,113,0.5,0.464,0.346,0.726,44.1,24.6,15.3,8.7,5.2,2.3,107.3,105.3,0.563,95,0.548,0.475,0.341,0.686,44.8,23.6,15.1,7.7,5.5,1.3,107.6,106.1,0.558,1,01/11/2019
Minnesota Timberwolves,Dallas Mavericks,0021800626,115,0.488,0.451,0.356,0.789,43.6,24.2,12.9,9.0,5.5,0.6,109.7,109.3,0.549,119,0.463,0.451,0.346,0.746,45.2,22.2,15.9,7.5,4.4,0.4,107.7,107.6,0.561,0,01/11/2019
Washington Wizards,Milwaukee Bucks,0021800622,113,0.405,0.465,0.332,0.763,39.0,24.2,13.6,8.6,4.9,-3.5,108.6,112.0,0.562,106,0.725,0.478,0.347,0.765,47.7,25.6,14.2,7.2,5.8,9.2,113.6,104.2,0.584,1,01/11/2019
Toronto Raptors,Brooklyn Nets,0021800624,122,0.721,0.475,0.344,0.804,44.3,23.8,13.8,8.2,5.5,5.2,111.9,107.1,0.575,105,0.488,0.454,0.36,0.752,44.7,23.3,15.1,6.6,4.0,-0.4,109.6,110.0,0.561,1,01/11/2019
Phoenix Suns,Denver Nuggets,0021800635,102,0.233,0.461,0.341,0.789,39.4,23.5,15.8,9.0,4.7,-8.4,104.2,112.5,0.552,93,0.7,0.465,0.351,0.749,47.9,27.7,14.1,8.2,4.8,5.4,112.2,106.8,0.556,1,01/12/2019
LA Clippers,Detroit Pistons,0021800630,104,0.585,0.474,0.382,0.803,44.2,22.0,14.3,6.0,4.7,1.3,111.8,110.5,0.577,109,0.425,0.435,0.327,0.731,45.4,21.9,15.1,6.9,3.8,-2.9,105.9,108.7,0.532,0,01/12/2019
Orlando Magic,Boston Celtics,0021800632,105,0.415,0.443,0.35,0.767,43.6,24.6,14.1,6.8,5.5,-4.3,104.2,108.4,0.537,103,0.61,0.459,0.367,0.803,44.5,25.9,13.1,8.7,5.3,6.5,110.8,104.5,0.566,1,01/12/2019
Miami Heat,Memphis Grizzlies,0021800631,112,0.5,0.439,0.355,0.693,47.4,23.6,14.6,7.8,6.0,1.0,106.8,105.9,0.535,108,0.463,0.454,0.342,0.759,41.1,23.9,14.3,9.0,6.3,-1.6,104.2,105.4,0.547,1,01/12/2019
Utah Jazz,Chicago Bulls,0021800637,110,0.512,0.462,0.346,0.725,44.4,24.5,15.3,8.7,5.3,2.6,107.2,104.9,0.562,102,0.238,0.445,0.349,0.78,41.2,21.5,15.3,7.9,4.4,-10.2,100.9,111.0,0.534,1,01/12/2019
Sacramento Kings,Charlotte Hornets,0021800636,104,0.5,0.471,0.39,0.707,42.4,24.4,13.3,8.0,4.4,-1.1,109.4,110.3,0.56,97,0.463,0.452,0.359,0.793,43.5,23.4,12.5,7.1,4.8,0.0,110.4,110.5,0.556,1,01/12/2019
Minnesota Timberwolves,New Orleans Pelicans,0021800633,110,0.476,0.451,0.358,0.79,43.9,24.3,12.9,8.9,5.6,0.5,109.9,109.6,0.549,106,0.476,0.482,0.358,0.774,45.4,26.1,14.3,7.3,5.3,2.3,113.7,111.5,0.576,1,01/12/2019
Oklahoma City Thunder,San Antonio Spurs,0021800634,122,0.61,0.457,0.326,0.704,46.5,21.6,14.1,9.8,5.3,5.1,108.0,102.9,0.539,112,0.581,0.479,0.405,0.823,44.6,24.9,12.4,6.3,4.4,3.1,112.5,109.3,0.575,1,01/12/2019
Los Angeles Lakers,Cleveland Cavaliers,0021800644,95,0.535,0.471,0.338,0.686,45.0,23.3,15.0,7.7,5.5,0.9,107.2,106.1,0.555,101,0.186,0.444,0.357,0.797,43.3,20.9,14.1,7.2,2.6,-11.3,105.7,117.3,0.536,0,01/13/2019
New York Knicks,Philadelphia 76ers,0021800638,105,0.238,0.431,0.345,0.778,44.1,19.4,13.7,7.1,4.3,-8.5,105.5,113.5,0.528,108,0.628,0.469,0.352,0.765,45.3,26.0,15.2,7.2,5.1,1.9,110.3,108.4,0.574,0,01/13/2019
Orlando Magic,Houston Rockets,0021800641,116,0.429,0.442,0.348,0.772,43.8,24.5,14.1,6.7,5.5,-4.2,104.3,108.3,0.537,109,0.585,0.449,0.355,0.771,43.0,21.8,14.7,7.8,5.4,2.0,113.5,111.5,0.577,1,01/13/2019
Dallas Mavericks,Golden State Warriors,0021800642,114,0.476,0.451,0.346,0.746,45.2,22.2,15.7,7.5,4.4,0.5,108.0,107.8,0.561,119,0.667,0.487,0.383,0.824,45.0,27.8,14.3,7.1,6.2,5.6,114.4,108.9,0.593,0,01/13/2019
Atlanta Hawks,Milwaukee Bucks,0021800640,114,0.31,0.447,0.335,0.737,43.1,24.1,17.8,8.3,5.1,-7.8,103.5,110.9,0.544,133,0.707,0.478,0.347,0.765,47.6,25.6,14.2,7.2,5.8,8.8,113.4,104.4,0.583,0,01/13/2019
Denver Nuggets,Portland Trail Blazers,0021800643,116,0.683,0.463,0.35,0.747,48.0,27.7,14.2,8.2,4.8,5.0,111.8,106.8,0.555,113,0.605,0.46,0.356,0.812,47.8,21.7,14.4,6.6,5.1,2.1,110.6,108.5,0.561,1,01/13/2019
Washington Wizards,Toronto Raptors,0021800639,138,0.419,0.466,0.337,0.763,39.1,24.3,13.6,8.6,4.8,-3.2,108.7,111.9,0.564,140,0.727,0.474,0.343,0.8,44.4,23.9,13.7,8.2,5.4,5.5,111.9,106.8,0.573,0,01/13/2019
San Antonio Spurs,Charlotte Hornets,0021800647,93,0.568,0.479,0.403,0.82,44.7,24.8,12.5,6.3,4.5,2.8,112.3,109.5,0.574,108,0.452,0.451,0.358,0.788,43.8,23.4,12.7,7.1,5.0,-0.1,110.2,110.4,0.554,0,01/14/2019
Brooklyn Nets,Boston Celtics,0021800645,109,0.477,0.453,0.36,0.749,44.8,23.2,15.1,6.5,4.0,-0.8,109.2,110.0,0.56,102,0.595,0.458,0.365,0.799,44.6,25.7,13.0,8.6,5.2,6.3,110.6,104.6,0.565,1,01/14/2019
LA Clippers,New Orleans Pelicans,0021800650,117,0.571,0.474,0.384,0.803,44.1,22.1,14.3,6.0,4.8,1.1,111.7,110.4,0.577,121,0.465,0.482,0.355,0.777,45.5,26.0,14.4,7.3,5.3,2.1,113.4,111.3,0.575,0,01/14/2019
Houston Rockets,Memphis Grizzlies,0021800646,112,0.571,0.449,0.352,0.773,42.9,21.8,14.6,7.8,5.3,1.8,113.4,111.7,0.577,94,0.452,0.454,0.341,0.759,41.1,23.8,14.3,9.0,6.3,-1.7,104.5,105.8,0.548,1,01/14/2019
Utah Jazz,Detroit Pistons,0021800648,100,0.523,0.461,0.347,0.725,44.6,24.5,15.2,8.6,5.4,2.7,107.2,104.8,0.562,94,0.439,0.435,0.33,0.734,45.4,21.8,15.1,7.0,3.8,-2.7,105.9,108.7,0.533,1,01/14/2019
Sacramento Kings,Portland Trail Blazers,0021800649,115,0.512,0.469,0.39,0.706,42.6,24.5,13.3,8.0,4.4,-0.9,109.3,110.1,0.558,107,0.591,0.46,0.356,0.815,47.7,21.8,14.3,6.6,5.0,2.0,110.8,108.8,0.561,1,01/14/2019
Philadelphia 76ers,Minnesota Timberwolves,0021800652,149,0.636,0.469,0.351,0.764,45.5,25.9,15.2,7.1,5.2,2.0,110.2,108.3,0.573,107,0.488,0.451,0.355,0.79,44.0,24.2,12.9,8.8,5.6,0.6,109.8,109.4,0.548,1,01/15/2019
Los Angeles Lakers,Chicago Bulls,0021800656,107,0.523,0.47,0.335,0.683,45.1,23.3,14.9,7.6,5.5,0.7,106.9,106.0,0.552,100,0.233,0.445,0.347,0.782,41.3,21.5,15.2,7.9,4.5,-10.1,101.0,110.9,0.533,1,01/15/2019
Milwaukee Bucks,Miami Heat,0021800654,124,0.714,0.479,0.347,0.763,47.3,25.6,14.2,7.3,5.7,9.0,113.5,104.4,0.584,86,0.512,0.44,0.358,0.693,47.3,23.7,14.7,7.8,6.0,1.0,107.2,106.2,0.537,1,01/15/2019
Indiana Pacers,Phoenix Suns,0021800651,131,0.667,0.482,0.371,0.744,43.9,26.0,14.6,9.2,5.0,5.3,109.4,104.1,0.565,97,0.25,0.46,0.34,0.787,39.7,23.6,15.7,9.1,4.8,-8.0,104.2,112.1,0.551,1,01/15/2019
Atlanta Hawks,Oklahoma City Thunder,0021800653,142,0.302,0.446,0.334,0.738,43.3,23.9,17.9,8.1,5.1,-8.0,103.5,111.2,0.544,126,0.619,0.457,0.329,0.708,46.5,21.7,13.9,9.8,5.3,5.2,108.2,103.0,0.54,1,01/15/2019
Denver Nuggets,Golden State Warriors,0021800655,111,0.69,0.465,0.351,0.749,47.7,27.5,14.2,8.1,4.7,5.0,112.0,107.0,0.557,142,0.674,0.486,0.385,0.824,45.1,27.8,14.2,7.2,6.2,5.6,114.7,109.1,0.593,0,01/15/2019
Golden State Warriors,New Orleans Pelicans,0021800663,147,0.682,0.489,0.389,0.823,45.3,28.0,14.1,7.1,6.2,6.1,115.3,109.2,0.596,140,0.477,0.481,0.355,0.776,45.5,26.1,14.2,7.3,5.4,2.2,113.5,111.3,0.574,1,01/16/2019
Boston Celtics,Toronto Raptors,0021800658,117,0.581,0.457,0.364,0.797,44.5,25.6,13.0,8.7,5.3,6.0,110.5,104.7,0.563,108,0.733,0.474,0.344,0.8,44.5,23.8,13.8,8.3,5.5,5.4,111.9,107.0,0.574,1,01/16/2019
LA Clippers,Utah Jazz,0021800664,109,0.558,0.474,0.388,0.801,44.1,22.3,14.4,6.0,4.8,1.0,111.7,110.6,0.578,129,0.533,0.46,0.346,0.725,44.8,24.4,15.3,8.5,5.4,2.8,107.1,104.6,0.561,0,01/16/2019
Houston Rockets,Brooklyn Nets,0021800659,142,0.581,0.449,0.352,0.776,42.8,21.7,14.6,7.9,5.3,2.2,113.5,111.4,0.577,145,0.489,0.453,0.36,0.752,45.0,23.1,15.1,6.5,4.1,-0.6,109.3,109.9,0.56,0,01/16/2019
Detroit Pistons,Orlando Magic,0021800657,120,0.429,0.434,0.33,0.735,45.3,21.7,15.0,7.2,3.8,-2.8,105.7,108.5,0.532,115,0.442,0.443,0.349,0.776,43.9,24.5,14.1,6.7,5.4,-3.9,104.7,108.4,0.539,1,01/16/2019
Portland Trail Blazers,Cleveland Cavaliers,0021800662,129,0.578,0.459,0.355,0.815,47.7,21.8,14.3,6.6,4.9,1.8,110.7,108.9,0.56,112,0.205,0.444,0.358,0.796,43.6,20.8,14.1,7.1,2.6,-10.9,105.6,116.8,0.536,1,01/16/2019
Dallas Mavericks,San Antonio Spurs,0021800661,101,0.465,0.451,0.348,0.747,45.4,22.2,15.7,7.4,4.4,0.4,108.3,108.2,0.561,105,0.556,0.479,0.402,0.82,44.6,24.8,12.5,6.2,4.5,2.4,112.1,109.6,0.573,0,01/16/2019
